Product,,,,,,,,,,,,,,,,,,,Gender,Time
ham,spaghetti,mineral water,eggs,chicken,green tea,chocolate,frozen smoothie,,,,,,,,,,,,0,2018-05-21 17:04
mineral water,eggs,whole wheat rice,chocolate,escalope,,,,,,,,,,,,,,,1,2018-05-28 5:33
eggs,,,,,,,,,,,,,,,,,,,0,2018-06-09 20:42
grated cheese,ground beef,rice,,,,,,,,,,,,,,,,,1,2018-06-16 21:40
spaghetti,body spray,,,,,,,,,,,,,,,,,,0,2018-05-12 19:48
mineral water,green tea,,,,,,,,,,,,,,,,,,1,2018-05-19 2:10
chocolate,french fries,,,,,,,,,,,,,,,,,,0,2018-05-19 16:45
burgers,shrimp,spaghetti,olive oil,salmon,cooking oil,escalope,tomato juice,,,,,,,,,,,,1,2018-05-19 17:30
herb & pepper,mineral water,soup,milk,french wine,pancakes,eggs,honey,oil,champagne,magazines,mayonnaise,,,,,,,,0,2018-05-13 8:20
vegetables mix,,,,,,,,,,,,,,,,,,,1,2018-05-13 16:06
barbecue sauce,,,,,,,,,,,,,,,,,,,0,2018-05-27 1:11
milk,,,,,,,,,,,,,,,,,,,1,2018-05-24 7:18
ham,tomatoes,avocado,fromage blanc,pancakes,eggs,honey,whole wheat rice,cake,gums,light mayo,,,,,,,,,0,2018-05-31 20:04
frozen vegetables,ground beef,spaghetti,mineral water,milk,black tea,pancakes,eggs,cooking oil,barbecue sauce,chocolate,,,,,,,,,1,2018-05-15 5:44
tomatoes,milk,,,,,,,,,,,,,,,,,,0,2018-05-15 12:16
eggs,green tea,,,,,,,,,,,,,,,,,,1,2018-05-15 12:48
ground beef,,,,,,,,,,,,,,,,,,,0,2018-05-15 21:29
frozen vegetables,whole wheat pasta,olive oil,eggs,carrots,green tea,french fries,cottage cheese,,,,,,,,,,,,1,2018-05-29 22:39
olive oil,cake,chocolate,,,,,,,,,,,,,,,,,0,2018-05-09 21:59
burgers,red wine,shrimp,mineral water,milk,honey,,,,,,,,,,,,,,1,2018-05-16 16:04
turkey,burgers,eggs,french fries,pasta,green tea,,,,,,,,,,,,,,0,2018-05-16 18:34
ham,ground beef,spaghetti,olive oil,vegetables mix,muffins,,,,,,,,,,,,,,1,2018-05-16 22:10
mineral water,cookies,,,,,,,,,,,,,,,,,,0,2018-05-16 23:12
cottage cheese,mayonnaise,,,,,,,,,,,,,,,,,,1,2018-05-23 21:08
chicken,oil,cookies,brownies,tomato juice,toothpaste,,,,,,,,,,,,,,0,2018-05-30 0:55
mineral water,whole wheat rice,escalope,low fat yogurt,,,,,,,,,,,,,,,,1,2018-04-20 16:35
shrimp,pepper,energy bar,cooking oil,escalope,fresh bread,,,,,,,,,,,,,,0,2018-04-20 17:02
frozen vegetables,whole wheat rice,cake,,,,,,,,,,,,,,,,,1,2018-05-14 16:28
burgers,french wine,eggs,barbecue sauce,cottage cheese,melons,fresh bread,white wine,,,,,,,,,,,,0,2018-05-28 17:31
mineral water,green tea,honey,,,,,,,,,,,,,,,,,1,2018-04-07 16:14
chili,,,,,,,,,,,,,,,,,,,0,2018-04-07 16:57
shrimp,tomatoes,ground beef,mineral water,oil,,,,,,,,,,,,,,,1,2018-04-07 18:16
herb & pepper,ground beef,spaghetti,salmon,muffins,eggs,chicken,,,,,,,,,,,,,0,2018-01-26 21:31
cookies,,,,,,,,,,,,,,,,,,,1,2018-05-05 22:44
frozen vegetables,,,,,,,,,,,,,,,,,,,0,2018-05-05 23:17
energy bar,chocolate bread,whole weat flour,mint,,,,,,,,,,,,,,,,1,2018-04-08 18:38
cookies,,,,,,,,,,,,,,,,,,,0,2018-04-29 20:30
ham,grated cheese,frozen vegetables,ground beef,spaghetti,,,,,,,,,,,,,,,1,2018-05-27 20:09
chicken,eggs,,,,,,,,,,,,,,,,,,0,2018-04-12 18:28
ham,spaghetti,mineral water,eggs,green tea,,,,,,,,,,,,,,,1,2018-05-10 20:03
burgers,frozen vegetables,tomatoes,soup,energy bar,escalope,,,,,,,,,,,,,,0,2018-04-04 22:50
turkey,burgers,frozen vegetables,ground beef,mineral water,almonds,salmon,barbecue sauce,carrots,hot dogs,,,,,,,,,,1,2018-04-13 0:32
burgers,butter,escalope,cauliflower,,,,,,,,,,,,,,,,0,2018-05-12 17:49
mineral water,chocolate,chicken,escalope,,,,,,,,,,,,,,,,1,2018-05-12 20:02
mineral water,black tea,almonds,pancakes,eggs,,,,,,,,,,,,,,,0,2018-04-22 5:18
salmon,vegetables mix,,,,,,,,,,,,,,,,,,1,2018-06-07 17:30
ground beef,spaghetti,milk,zucchini,,,,,,,,,,,,,,,,0,2018-05-29 23:25
tomatoes,spaghetti,mineral water,milk,rice,oil,,,,,,,,,,,,,,1,2018-05-09 23:18
chocolate,,,,,,,,,,,,,,,,,,,0,2018-05-30 0:24
french fries,,,,,,,,,,,,,,,,,,,1,2018-04-13 13:15
dessert wine,chocolate,spaghetti,salmon,cooking oil,protein bar,hand protein bar,,,,,,,,,,,,,0,2018-04-27 12:59
shrimp,tomatoes,mineral water,chicken,whole weat flour,cottage cheese,body spray,fresh bread,,,,,,,,,,,,1,2018-12-28 17:53
salt,,,,,,,,,,,,,,,,,,,0,2018-02-01 14:24
shrimp,soup,butter,,,,,,,,,,,,,,,,,1,2018-01-04 17:04
fresh tuna,mineral water,eggs,,,,,,,,,,,,,,,,,0,2018-01-11 14:58
red wine,cooking oil,french fries,,,,,,,,,,,,,,,,,1,2018-06-01 13:12
cookies,,,,,,,,,,,,,,,,,,,0,2018-05-11 13:13
burgers,eggs,,,,,,,,,,,,,,,,,,1,2018-05-18 13:12
eggs,cookies,,,,,,,,,,,,,,,,,,0,2018-11-09 22:14
burgers,french fries,yogurt cake,,,,,,,,,,,,,,,,,1,2018-09-14 19:18
eggs,pet food,,,,,,,,,,,,,,,,,,0,2018-04-09 13:55
salmon,chocolate,,,,,,,,,,,,,,,,,,1,2018-04-09 22:05
tomatoes,mineral water,honey,whole wheat rice,cooking oil,whole weat flour,frozen smoothie,low fat yogurt,,,,,,,,,,,,0,2018-04-16 13:00
mineral water,frozen smoothie,,,,,,,,,,,,,,,,,,1,2018-04-23 13:05
turkey,spaghetti,olive oil,strong cheese,pancakes,eggs,tomato juice,fresh bread,,,,,,,,,,,,0,2018-01-07 13:35
spaghetti,black tea,,,,,,,,,,,,,,,,,,1,2018-01-14 14:54
honey,escalope,low fat yogurt,,,,,,,,,,,,,,,,,0,2018-01-28 14:22
shrimp,,,,,,,,,,,,,,,,,,,1,2018-05-07 13:05
mineral water,eggs,strawberries,,,,,,,,,,,,,,,,,0,2018-05-14 12:35
turkey,burgers,whole wheat pasta,chocolate,milk,olive oil,chicken,pancakes,cooking oil,green tea,,,,,,,,,,1,2018-11-05 14:05
energy bar,pancakes,,,,,,,,,,,,,,,,,,0,2018-10-08 20:59
mushroom cream sauce,,,,,,,,,,,,,,,,,,,1,2018-02-02 18:02
french fries,,,,,,,,,,,,,,,,,,,0,2018-02-02 18:39
burgers,milk,cake,cereals,,,,,,,,,,,,,,,,1,2018-02-02 18:43
pickles,light mayo,,,,,,,,,,,,,,,,,,0,2018-02-02 19:02
cake,oil,escalope,pancakes,yogurt cake,,,,,,,,,,,,,,,1,2018-02-02 19:28
yogurt cake,candy bars,,,,,,,,,,,,,,,,,,0,2018-10-27 19:14
ground beef,cookies,,,,,,,,,,,,,,,,,,1,2018-02-10 0:21
tomatoes,mineral water,eggplant,french fries,,,,,,,,,,,,,,,,0,2018-05-06 21:44
ground beef,spaghetti,mineral water,chili,escalope,,,,,,,,,,,,,,,1,2018-05-06 21:45
burgers,mineral water,salmon,vegetables mix,pancakes,eggs,frozen smoothie,body spray,,,,,,,,,,,,0,2018-05-06 22:13
escalope,,,,,,,,,,,,,,,,,,,1,2018-04-12 12:20
whole wheat rice,cookies,protein bar,hand protein bar,,,,,,,,,,,,,,,,0,2018-04-19 13:40
french wine,pet food,,,,,,,,,,,,,,,,,,1,2018-04-26 13:04
french fries,,,,,,,,,,,,,,,,,,,0,2018-12-06 14:22
french fries,escalope,pasta,mushroom cream sauce,fresh bread,,,,,,,,,,,,,,,1,2018-12-27 16:13
mineral water,chocolate,cereals,,,,,,,,,,,,,,,,,0,2018-01-03 0:10
turkey,eggs,,,,,,,,,,,,,,,,,,1,2018-01-03 0:49
frozen vegetables,tomatoes,chicken,fresh bread,magazines,green tea,,,,,,,,,,,,,,0,2018-01-03 16:29
dessert wine,ground beef,pepper,butter,chicken,french fries,zucchini,,,,,,,,,,,,,1,2018-01-17 15:29
milk,frozen smoothie,,,,,,,,,,,,,,,,,,0,2018-01-17 18:20
french fries,cottage cheese,,,,,,,,,,,,,,,,,,1,2018-01-24 18:31
ground beef,spaghetti,milk,extra dark chocolate,green tea,,,,,,,,,,,,,,,0,2018-06-07 14:25
tomatoes,meatballs,french fries,,,,,,,,,,,,,,,,,1,2018-11-01 19:09
escalope,,,,,,,,,,,,,,,,,,,0,2018-10-18 19:04
tomatoes,french fries,strawberries,,,,,,,,,,,,,,,,,0,2018-10-25 15:54
frozen vegetables,chocolate,eggs,eggplant,clothes accessories,green tea,,,,,,,,,,,,,,1,2018-09-13 13:33
avocado,brownies,,,,,,,,,,,,,,,,,,0,2018-04-10 13:44
mineral water,eggs,cake,low fat yogurt,,,,,,,,,,,,,,,,1,2018-04-17 13:23
dessert wine,ground beef,spaghetti,mineral water,salmon,cooking oil,,,,,,,,,,,,,,0,2018-04-24 13:44
turkey,mineral water,eggs,bug spray,,,,,,,,,,,,,,,,1,2018-12-04 20:12
avocado,,,,,,,,,,,,,,,,,,,0,2018-02-05 19:56
ground beef,spaghetti,mineral water,nonfat milk,honey,pet food,eggplant,white wine,,,,,,,,,,,,1,2018-02-12 19:46
cookies,,,,,,,,,,,,,,,,,,,0,2018-01-22 2:11
mineral water,cake,,,,,,,,,,,,,,,,,,1,2018-01-22 2:12
eggs,white wine,,,,,,,,,,,,,,,,,,0,2018-05-15 21:21
cookies,,,,,,,,,,,,,,,,,,,1,2018-05-22 13:14
burgers,milk,eggs,,,,,,,,,,,,,,,,,0,2018-05-29 13:06
cookies,,,,,,,,,,,,,,,,,,,1,2018-11-06 22:00
pasta,,,,,,,,,,,,,,,,,,,0,2018-11-13 14:39
milk,,,,,,,,,,,,,,,,,,,1,2018-10-16 13:44
chili,green beans,pancakes,,,,,,,,,,,,,,,,,0,2018-04-04 13:32
mineral water,milk,chicken,eggs,blueberries,pancakes,,,,,,,,,,,,,,1,2018-04-18 12:58
burgers,carrots,french fries,green tea,,,,,,,,,,,,,,,,0,2018-12-05 17:28
eggs,cake,chicken,,,,,,,,,,,,,,,,,1,2018-12-05 18:21
grated cheese,tomatoes,yams,avocado,salmon,rice,cooking oil,gluten free bar,protein bar,hand protein bar,,,,,,,,,,0,2018-01-09 14:51
soup,french fries,body spray,,,,,,,,,,,,,,,,,1,2018-01-16 15:49
eggs,green tea,,,,,,,,,,,,,,,,,,0,2018-06-13 15:20
turkey,mineral water,chocolate,avocado,,,,,,,,,,,,,,,,1,2018-06-13 15:49
chocolate,,,,,,,,,,,,,,,,,,,0,2018-11-28 14:41
french fries,,,,,,,,,,,,,,,,,,,1,2018-11-28 23:53
ham,vegetables mix,frozen smoothie,,,,,,,,,,,,,,,,,0,2018-10-03 16:06
turkey,frozen vegetables,milk,eggs,,,,,,,,,,,,,,,,1,2018-10-03 18:38
green tea,,,,,,,,,,,,,,,,,,,0,2018-10-24 18:07
eggs,mushroom cream sauce,,,,,,,,,,,,,,,,,,1,2018-04-20 18:49
vegetables mix,,,,,,,,,,,,,,,,,,,0,2018-04-20 18:54
olive oil,salmon,vegetables mix,,,,,,,,,,,,,,,,,1,2018-04-20 21:31
eggs,whole wheat rice,,,,,,,,,,,,,,,,,,0,2018-08-17 15:21
french fries,escalope,pasta,mushroom cream sauce,,,,,,,,,,,,,,,,1,2018-07-06 21:26
cider,honey,low fat yogurt,,,,,,,,,,,,,,,,,0,2018-07-13 19:48
mineral water,soup,avocado,champagne,gluten free bar,magazines,mayonnaise,low fat yogurt,,,,,,,,,,,,1,2018-07-13 19:55
ground beef,black tea,,,,,,,,,,,,,,,,,,0,2018-06-01 13:33
turkey,chocolate,whole wheat rice,,,,,,,,,,,,,,,,,1,2018-06-01 18:17
escalope,pasta,,,,,,,,,,,,,,,,,,0,2018-06-08 18:47
french fries,,,,,,,,,,,,,,,,,,,1,2018-05-04 20:20
spaghetti,mineral water,avocado,almonds,french wine,oil,green tea,french fries,frozen smoothie,melons,,,,,,,,,,0,2018-05-11 18:22
soup,milk,,,,,,,,,,,,,,,,,,1,2018-05-11 18:23
tomatoes,french fries,,,,,,,,,,,,,,,,,,0,2018-05-18 16:09
mint green tea,candy bars,,,,,,,,,,,,,,,,,,1,2018-05-25 13:16
turkey,,,,,,,,,,,,,,,,,,,0,2018-04-16 16:19
herb & pepper,milk,chicken,vegetables mix,cereals,low fat yogurt,,,,,,,,,,,,,,1,2018-04-23 14:03
soup,butter,chocolate,,,,,,,,,,,,,,,,,0,2018-04-23 14:04
red wine,mineral water,soup,avocado,eggs,oil,corn,chocolate bread,french fries,body spray,fresh bread,green tea,,,,,,,,1,2018-04-23 17:08
shrimp,ground beef,pepper,mineral water,whole wheat rice,,,,,,,,,,,,,,,0,2018-08-13 22:04
eggs,french fries,strawberries,,,,,,,,,,,,,,,,,1,2018-08-20 14:12
escalope,,,,,,,,,,,,,,,,,,,0,2018-07-09 19:21
grated cheese,frozen vegetables,,,,,,,,,,,,,,,,,,1,2018-07-30 16:21
chicken,muffins,cake,yogurt cake,,,,,,,,,,,,,,,,0,2018-06-04 14:11
frozen vegetables,tomatoes,mineral water,cake,,,,,,,,,,,,,,,,1,2018-06-11 16:54
energy bar,,,,,,,,,,,,,,,,,,,0,2018-06-18 16:37
grated cheese,ground beef,whole wheat rice,cake,,,,,,,,,,,,,,,,1,2018-05-07 19:06
burgers,grated cheese,mineral water,cake,,,,,,,,,,,,,,,,0,2018-05-07 19:07
milk,cookies,white wine,,,,,,,,,,,,,,,,,1,2018-05-14 16:38
ham,pickles,spaghetti,eggs,whole wheat rice,french fries,champagne,,,,,,,,,,,,,0,2018-05-21 15:48
frozen vegetables,whole wheat rice,energy drink,,,,,,,,,,,,,,,,,1,2018-05-21 15:50
red wine,spaghetti,mineral water,cream,oil,chicken,extra dark chocolate,cookies,,,,,,,,,,,,0,2018-05-28 20:31
ground beef,spaghetti,milk,eggs,chocolate,pancakes,fresh bread,,,,,,,,,,,,,1,2018-04-14 1:17
chocolate,mineral water,olive oil,eggs,honey,frozen smoothie,sparkling water,candy bars,,,,,,,,,,,,0,2018-04-21 0:31
avocado,whole wheat rice,,,,,,,,,,,,,,,,,,1,2018-04-28 22:19
green tea,,,,,,,,,,,,,,,,,,,0,2018-08-18 19:38
tomatoes,flax seed,chicken,green tea,chocolate,cottage cheese,,,,,,,,,,,,,,1,2018-06-09 21:02
burgers,spaghetti,bug spray,babies food,low fat yogurt,,,,,,,,,,,,,,,0,2018-06-09 22:39
burgers,spaghetti,mineral water,milk,french fries,,,,,,,,,,,,,,,1,2018-05-19 16:47
shrimp,champagne,,,,,,,,,,,,,,,,,,0,2018-04-15 12:50
chocolate,,,,,,,,,,,,,,,,,,,1,2018-04-22 23:34
cake,,,,,,,,,,,,,,,,,,,0,2018-04-22 23:40
burgers,eggs,low fat yogurt,green tea,,,,,,,,,,,,,,,,1,2018-08-12 18:14
burgers,black tea,escalope,,,,,,,,,,,,,,,,,0,2018-06-10 15:10
mineral water,eggs,,,,,,,,,,,,,,,,,,1,2018-05-27 22:16
dessert wine,mineral water,milk,flax seed,strong cheese,honey,,,,,,,,,,,,,,0,2018-04-26 13:18
chocolate,,,,,,,,,,,,,,,,,,,1,2018-04-26 14:27
herb & pepper,,,,,,,,,,,,,,,,,,,0,2018-08-09 17:10
antioxydant juice,escalope,,,,,,,,,,,,,,,,,,1,2018-08-09 17:41
ham,shrimp,tomatoes,ground beef,chocolate,,,,,,,,,,,,,,,0,2018-07-12 18:05
escalope,honey,,,,,,,,,,,,,,,,,,1,2018-06-07 18:09
mineral water,fromage blanc,cider,eggs,,,,,,,,,,,,,,,,0,2018-06-07 18:28
vegetables mix,honey,frozen smoothie,,,,,,,,,,,,,,,,,1,2018-05-03 14:09
avocado,milk,cereals,fresh bread,,,,,,,,,,,,,,,,0,2018-05-10 20:56
parmesan cheese,spaghetti,french fries,cookies,,,,,,,,,,,,,,,,1,2018-05-17 13:16
eggs,chicken,green tea,french fries,,,,,,,,,,,,,,,,0,2018-05-17 19:03
burgers,ham,tomatoes,spaghetti,hot dogs,fresh bread,,,,,,,,,,,,,,1,2018-05-31 19:23
burgers,energy bar,eggs,,,,,,,,,,,,,,,,,0,2018-05-31 19:24
chocolate,fresh bread,,,,,,,,,,,,,,,,,,1,2018-05-31 19:24
chocolate,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,0,2018-05-31 21:08
mineral water,chocolate,mashed potato,brownies,,,,,,,,,,,,,,,,1,2018-04-17 14:44
eggs,,,,,,,,,,,,,,,,,,,0,2018-04-17 14:52
eggs,french fries,,,,,,,,,,,,,,,,,,1,2018-04-17 18:09
shrimp,whole wheat pasta,milk,chocolate,french fries,frozen smoothie,pancakes,energy drink,green tea,,,,,,,,,,,0,2018-04-24 17:55
eggs,cake,green tea,,,,,,,,,,,,,,,,,1,2018-04-24 18:27
grated cheese,pepper,pancakes,cake,french fries,green tea,,,,,,,,,,,,,,0,2018-08-14 23:39
mineral water,salmon,,,,,,,,,,,,,,,,,,1,2018-07-03 18:23
escalope,,,,,,,,,,,,,,,,,,,0,2018-06-05 0:03
chocolate,,,,,,,,,,,,,,,,,,,1,2018-06-12 12:56
energy drink,mayonnaise,,,,,,,,,,,,,,,,,,0,2018-06-12 20:47
whole wheat pasta,milk,olive oil,,,,,,,,,,,,,,,,,1,2018-06-26 19:07
avocado,french fries,,,,,,,,,,,,,,,,,,0,2018-05-01 16:38
fresh tuna,pepper,tomato sauce,sandwich,,,,,,,,,,,,,,,,1,2018-05-01 16:49
grated cheese,frozen vegetables,french wine,cooking oil,french fries,escalope,fresh bread,,,,,,,,,,,,,0,2018-05-15 16:52
cereals,champagne,,,,,,,,,,,,,,,,,,1,2018-05-15 16:52
mineral water,whole wheat rice,cooking oil,french fries,escalope,,,,,,,,,,,,,,,0,2018-04-18 13:53
cooking oil,frozen smoothie,mushroom cream sauce,,,,,,,,,,,,,,,,,1,2018-04-18 13:53
mineral water,,,,,,,,,,,,,,,,,,,0,2018-04-18 17:18
mineral water,avocado,green tea,chocolate,,,,,,,,,,,,,,,,1,2018-04-18 17:26
spaghetti,eggs,,,,,,,,,,,,,,,,,,0,2018-04-18 22:17
pancakes,,,,,,,,,,,,,,,,,,,1,2018-04-18 22:20
cookies,,,,,,,,,,,,,,,,,,,1,2018-04-25 13:52
burgers,champagne,fresh bread,,,,,,,,,,,,,,,,,0,2018-04-25 13:52
fresh tuna,ground beef,olive oil,ketchup,,,,,,,,,,,,,,,,1,2018-08-22 16:13
mineral water,,,,,,,,,,,,,,,,,,,0,2018-08-22 16:26
spaghetti,meatballs,vegetables mix,muffins,cake,,,,,,,,,,,,,,,1,2018-07-11 17:57
burgers,salmon,eggs,french fries,mushroom cream sauce,,,,,,,,,,,,,,,0,2018-07-11 18:06
escalope,,,,,,,,,,,,,,,,,,,1,2018-07-18 13:20
champagne,fresh bread,,,,,,,,,,,,,,,,,,0,2018-07-18 17:28
whole wheat rice,,,,,,,,,,,,,,,,,,,1,2018-06-13 15:54
olive oil,cooking oil,cottage cheese,,,,,,,,,,,,,,,,,0,2018-06-13 16:05
frozen vegetables,olive oil,oatmeal,,,,,,,,,,,,,,,,,1,2018-05-09 14:09
shrimp,tomatoes,,,,,,,,,,,,,,,,,,0,2018-05-16 13:02
tomatoes,french fries,sandwich,,,,,,,,,,,,,,,,,1,2018-05-16 16:41
brownies,energy drink,,,,,,,,,,,,,,,,,,0,2018-05-23 15:57
frozen vegetables,spaghetti,mineral water,whole wheat rice,cooking oil,chocolate bread,whole weat flour,brownies,,,,,,,,,,,,1,2018-05-23 15:57
turkey,shrimp,tomatoes,meatballs,energy bar,vegetables mix,whole wheat rice,carrots,green tea,,,,,,,,,,,0,2018-05-23 20:01
burgers,eggs,chicken,chocolate,french fries,frozen smoothie,champagne,babies food,,,,,,,,,,,,1,2018-05-23 21:45
turkey,burgers,soup,fromage blanc,french fries,cookies,,,,,,,,,,,,,,0,2018-05-30 0:19
soup,green tea,escalope,,,,,,,,,,,,,,,,,1,2018-04-06 14:56
ham,shrimp,milk,whole wheat rice,cereals,chocolate,pancakes,fresh bread,,,,,,,,,,,,0,2018-04-06 15:04
spaghetti,mineral water,spinach,honey,cake,french fries,frozen smoothie,energy drink,,,,,,,,,,,,1,2018-04-06 15:12
mineral water,,,,,,,,,,,,,,,,,,,0,2018-04-06 15:40
pancakes,,,,,,,,,,,,,,,,,,,1,2018-04-13 13:20
tomatoes,olive oil,,,,,,,,,,,,,,,,,,0,2018-04-27 23:03
spaghetti,mineral water,barbecue sauce,yogurt cake,salad,,,,,,,,,,,,,,,1,2018-04-09 11:07
burgers,spaghetti,avocado,milk,flax seed,french wine,cider,chocolate,frozen smoothie,green tea,,,,,,,,,,0,2018-04-09 12:11
hot dogs,,,,,,,,,,,,,,,,,,,1,2018-04-16 18:17
cooking oil,light mayo,,,,,,,,,,,,,,,,,,0,2018-04-16 18:18
mineral water,eggs,bug spray,,,,,,,,,,,,,,,,,0,2018-04-16 18:38
turkey,burgers,spaghetti,honey,carrots,brownies,green tea,,,,,,,,,,,,,1,2018-04-16 20:03
mineral water,,,,,,,,,,,,,,,,,,,0,2018-04-16 21:35
mineral water,black tea,almonds,,,,,,,,,,,,,,,,,1,2018-04-16 21:52
whole wheat rice,french fries,cookies,fresh bread,green tea,,,,,,,,,,,,,,,0,2018-04-07 14:22
oil,french fries,champagne,cookies,hot dogs,light mayo,tomato juice,green tea,,,,,,,,,,,,1,2018-04-07 17:22
shallot,,,,,,,,,,,,,,,,,,,0,2018-04-14 19:05
eggs,ham,,,,,,,,,,,,,,,,,,1,2018-06-09 15:52
chocolate,,,,,,,,,,,,,,,,,,,0,2018-05-12 20:43
shrimp,ground beef,cooking oil,cereals,green tea,,,,,,,,,,,,,,,1,2018-05-19 7:43
mineral water,avocado,meatballs,milk,cake,cooking oil,chocolate,french fries,,,,,,,,,,,,0,2018-05-13 15:51
turkey,herb & pepper,ground beef,mineral water,chocolate,milk,eggs,blueberries,honey,,,,,,,,,,,1,2018-05-10 21:24
french fries,,,,,,,,,,,,,,,,,,,0,2018-04-03 20:58
ham,spaghetti,,,,,,,,,,,,,,,,,,1,2018-05-01 20:11
burgers,energy bar,almonds,eggs,french fries,green tea,,,,,,,,,,,,,,0,2018-05-01 20:12
burgers,ham,avocado,eggs,mint green tea,french fries,cookies,,,,,,,,,,,,,1,2018-04-18 20:42
pancakes,,,,,,,,,,,,,,,,,,,0,2018-04-18 23:37
cookies,,,,,,,,,,,,,,,,,,,1,2018-04-25 0:11
escalope,low fat yogurt,,,,,,,,,,,,,,,,,,0,2018-05-16 0:48
dessert wine,ground beef,spaghetti,fromage blanc,cake,chicken,protein bar,,,,,,,,,,,,,1,2018-05-16 16:53
cake,cottage cheese,,,,,,,,,,,,,,,,,,0,2018-05-16 19:32
herb & pepper,red wine,spaghetti,eggs,chicken,champagne,tomato juice,low fat yogurt,,,,,,,,,,,,1,2018-05-23 19:33
cookies,low fat yogurt,,,,,,,,,,,,,,,,,,0,2018-08-17 17:34
low fat yogurt,,,,,,,,,,,,,,,,,,,1,2018-12-07 20:46
burgers,eggs,,,,,,,,,,,,,,,,,,0,2018-01-04 18:02
shrimp,tomatoes,ground beef,butter,green tea,toothpaste,,,,,,,,,,,,,,1,2018-07-06 15:33
cookies,,,,,,,,,,,,,,,,,,,0,2018-07-06 22:27
eggs,whole wheat rice,,,,,,,,,,,,,,,,,,1,2018-07-13 20:42
cookies,,,,,,,,,,,,,,,,,,,0,2018-11-16 22:07
turkey,mineral water,eggs,low fat yogurt,,,,,,,,,,,,,,,,1,2018-11-23 18:39
turkey,burgers,ham,frozen vegetables,whole wheat rice,chocolate,,,,,,,,,,,,,,0,2018-11-30 21:12
french fries,escalope,,,,,,,,,,,,,,,,,,1,2018-11-30 23:16
ham,chocolate,ground beef,pepper,mineral water,french fries,,,,,,,,,,,,,,0,2018-10-19 21:15
champagne,,,,,,,,,,,,,,,,,,,1,2018-10-26 23:57
burgers,spaghetti,,,,,,,,,,,,,,,,,,0,2018-09-14 17:29
whole wheat rice,rice,oil,cooking oil,french fries,low fat yogurt,,,,,,,,,,,,,,1,2018-01-07 18:47
french wine,rice,french fries,brownies,,,,,,,,,,,,,,,,0,2018-06-04 21:28
avocado,milk,,,,,,,,,,,,,,,,,,1,2018-06-11 0:33
green tea,,,,,,,,,,,,,,,,,,,0,2018-05-21 20:53
spaghetti,flax seed,french fries,,,,,,,,,,,,,,,,,1,2018-05-28 17:10
turkey,burgers,mineral water,meatballs,milk,almonds,french wine,eggs,cake,carrots,low fat yogurt,,,,,,,,,0,2018-05-28 23:17
grated cheese,mineral water,rice,frozen smoothie,,,,,,,,,,,,,,,,1,2018-11-12 19:24
milk,eggs,,,,,,,,,,,,,,,,,,0,2018-11-19 23:25
herb & pepper,shrimp,ground beef,milk,olive oil,whole wheat rice,fresh bread,low fat yogurt,,,,,,,,,,,,1,2018-11-26 14:27
fresh tuna,almonds,,,,,,,,,,,,,,,,,,0,2018-08-18 22:34
turkey,frozen vegetables,spaghetti,eggs,chocolate,french fries,frozen smoothie,hot dogs,brownies,,,,,,,,,,,1,2018-12-29 20:01
red wine,spaghetti,carrots,,,,,,,,,,,,,,,,,0,2018-07-28 2:29
champagne,,,,,,,,,,,,,,,,,,,1,2018-06-09 17:19
yams,cake,,,,,,,,,,,,,,,,,,0,2018-05-19 17:18
energy drink,,,,,,,,,,,,,,,,,,,1,2018-05-19 18:40
cereals,champagne,salad,,,,,,,,,,,,,,,,,0,2018-11-17 20:54
pickles,turkey,parmesan cheese,pepper,spaghetti,mineral water,meatballs,milk,olive oil,french wine,salmon,frozen smoothie,fresh bread,,,,,,,1,2018-09-15 19:45
grated cheese,herb & pepper,tomatoes,ground beef,mineral water,rice,low fat yogurt,,,,,,,,,,,,,0,2018-12-09 18:13
grated cheese,frozen vegetables,milk,salmon,eggs,cooking oil,corn,,,,,,,,,,,,,1,2018-02-10 0:10
ground beef,tomato sauce,spaghetti,,,,,,,,,,,,,,,,,0,2018-02-10 20:35
frozen vegetables,eggs,champagne,,,,,,,,,,,,,,,,,1,2018-07-08 18:00
grated cheese,mineral water,eggs,protein bar,tomato juice,fresh bread,,,,,,,,,,,,,,0,2018-05-27 21:11
escalope,,,,,,,,,,,,,,,,,,,1,2018-12-20 21:36
mineral water,honey,,,,,,,,,,,,,,,,,,0,2018-12-27 19:01
meatballs,,,,,,,,,,,,,,,,,,,1,2018-01-17 1:56
burgers,ham,eggs,whole wheat rice,ham,french fries,cookies,green tea,,,,,,,,,,,,0,2018-07-05 21:50
mineral water,chocolate,chicken,,,,,,,,,,,,,,,,,1,2018-06-07 21:14
mineral water,chocolate,french fries,strawberries,,,,,,,,,,,,,,,,1,2018-05-31 18:06
champagne,,,,,,,,,,,,,,,,,,,0,2018-11-01 2:19
brownies,,,,,,,,,,,,,,,,,,,1,2018-12-18 14:01
red wine,olive oil,chicken,eggs,rice,eggplant,sparkling water,,,,,,,,,,,,,0,2018-12-18 21:53
champagne,,,,,,,,,,,,,,,,,,,1,2018-07-03 15:40
cookies,,,,,,,,,,,,,,,,,,,0,2018-07-03 16:19
